,0
247,462.87737495999994
248,116.93160864000001
249,436.6924531199999
250,420.89837328
251,126.28336644000001
252,365.411277
253,305.76784391999996
254,414.9409571999999
255,452.14017156
256,468.9040633199999
257,381.27462912
258,196.66400291999997
259,451.72453787999996
260,441.95714639999994
261,429.8344973999999
262,441.40296816
263,427.61778444
264,135.49657968
265,244.39260383999996
266,198.53435448
267,281.52254592
268,345.25304351999995
269,181.00846763999996
270,322.3239188399999
271,289.14249672
272,191.67639875999998
273,209.20228559999995
274,406.0048330800001
275,234.90230147999995
276,205.46158248
277,187.31224511999997
278,274.59531791999996
279,113.53726692000001
280,288.5190462
281,160.43460048
282,195.97128012
283,69.89573051999999
284,107.37203399999999
285,82.01837952
286,47.174422680000006
287,189.66750263999998
288,145.95669395999997
289,185.92679952000003
290,128.22299028
291,229.70688047999994
292,110.97419255999999
293,149.07394656
294,272.4478772399999
295,120.39522264
296,98.15882076
297,100.51407827999998
298,39.62374416
299,318.65248799999995
300,118.52487108
301,159.94969452
302,201.23597339999998
303,132.3100548
304,63.45340848
305,50.43021983999999
306,73.70570592
307,81.11783987999999
308,60.26688359999999
309,40.66282836
310,133.21059444000002
311,99.12863268
312,30.687620040000002
313,157.31734787999997
314,97.67391479999999
315,63.79976988
316,113.39872235999998
317,34.22050632
318,49.59895248
319,156.62462507999996
320,53.40892788
321,160.85023415999999
322,44.26498692
323,84.51218159999999
324,20.01968892
325,49.11404652
326,14.06227284
327,39.415927319999994
328,22.513491000000002
329,55.83345768000001
330,49.598952479999994
331,43.43371956000001
332,83.33455284
333,88.6685184
334,124.62083172000001
335,115.26907391999998
336,116.79306408
337,41.979001679999996
338,33.66632808
339,52.993294199999994
340,121.22648999999997
341,85.62053807999999
342,176.02086347999995
343,9.55957464
344,43.22590272000001
345,11.70701532
346,114.29926199999998
347,105.70949927999999
348,52.162026839999996
349,28.26309024
350,20.573867160000002
351,37.54557576
352,17.17952544
353,32.2116102
354,69.75718595999999
355,58.950710279999996
356,81.11783987999999
357,75.22969607999998
358,48.07496232
359,18.42642648
360,22.652035559999998
361,31.8652488
362,114.92271251999999
363,107.64912312
364,20.92022856
