,0
0,29.463809760000004
1,101.92261464
2,67.10174856000002
3,72.96680160000001
4,58.46580432000001
5,22.028585040000003
6,24.430024080000006
7,96.33465072
8,112.95999792
9,18.611152560000004
10,31.819067280000006
11,16.994799360000002
12,31.957611840000013
13,37.22230512
14,23.552575200000003
15,33.573965040000004
16,140.34563928000003
17,19.765690560000003
18,19.673327520000004
19,128.80025928000003
20,37.59175728000001
21,49.50658944
22,142.7008968
23,21.705314400000002
24,38.70011376
25,23.275486080000004
26,59.989794480000015
27,167.68509912000002
28,20.92022856
29,73.38243528000002
30,40.639737600000004
31,47.24369496
32,119.51777376
33,141.13072512000002
34,34.63614
35,17.548977600000004
36,47.19751344000001
37,95.91901704000001
38,14.962812480000002
39,115.54616304000002
40,63.40722696000001
41,188.42060160000003
42,45.39643416000001
43,139.46819040000003
44,184.54135392
45,175.489776
46,65.76248448000001
47,120.57994872000002
48,34.77468456000001
49,93.33285192000002
50,165.19129704000005
51,189.66750264000004
52,174.15051191999999
53,161.03496024
54,199.91980008000002
55,245.68568640000004
56,245.27005272000002
57,188.60532768000002
58,53.385837120000005
59,49.46040792
60,166.43819807999998
61,32.18851944
62,144.54815760000002
63,115.82325216000004
64,95.73429096
65,125.19810072000003
66,79.38603287999999
67,162.18949824000003
68,163.15931016000002
69,261.94158144
70,36.113948640000004
71,207.90920304000005
72,137.15911440000002
73,143.76307176000003
74,93.33285192000001
75,159.92660376000003
76,72.68971248000001
77,116.23888584000001
78,140.71509144
79,206.38521288000004
80,157.38662016
81,148.19649768
82,301.42678104000004
83,307.52274167999997
84,247.071132
85,297.59371488
86,287.15669136
87,284.4781632000001
88,273.30223536
89,120.81085632
90,298.70207136
91,97.85864088000002
92,146.11832928000004
93,70.79627016
94,131.84823960000003
95,233.07813144000002
96,212.15790288000005
97,119.24068464000001
98,126.39882024000002
99,337.30982208000006
100,342.89778600000005
101,319.66848144000005
102,275.10331464
103,197.14890888000002
104,290.29703472
105,126.90681696000003
106,241.62171264000006
107,175.7206836
108,307.89219384
109,338.5105416
110,347.28503040000004
111,289.3272228000001
112,273.2098723200001
113,172.07234351999998
114,210.91100184000004
115,201.81324240000004
116,191.37621888000004
117,271.17788544
118,338.60290464
119,324.24045192000005
120,198.34962840000003
121,259.17069024000006
122,196.82563824000002
123,230.03015111999997
124,299.85660936
125,251.68928400000004
126,229.66069896
127,166.57674264000002
128,136.09693944000003
129,209.38701168000003
130,278.7978362400001
131,363.67947
132,358.78422888
133,358.8304104
134,359.66167776000003
135,342.06651864
136,134.24967863999998
137,155.81644848000002
138,180.84683232000003
139,277.55093519999997
140,364.51073736000006
141,263.234664
142,319.99175208
143,296.85481056000003
144,298.00934856000003
145,178.76866392000002
146,313.2954316800001
147,288.81922608
148,175.35123144000002
149,276.02694504
150,283.50835128000006
151,252.38200680000003
152,225.7814512800001
153,295.65409104
154,235.66429656000003
155,258.24705983999996
156,319.71466296000006
157,124.18210728000003
158,224.85782088000002
159,236.91119760000004
160,87.60634344000002
161,92.36304000000001
162,106.54076664000003
163,149.53576176000004
164,271.73206368
165,244.11551472000005
166,306.13729608
167,341.00434368000003
168,168.60872952000003
169,165.60693072
170,321.93137591999994
171,360.49294512000006
172,350.70246288000004
173,182.04755184000004
174,119.74868136000002
175,184.31044632000004
176,288.44977392
177,357.3987832800001
178,345.57631416
179,350.2868292000001
180,355.8286116000001
181,357.07551264000006
182,365.1572786400001
183,362.84820264000007
184,336.01673952000004
185,337.40218512000007
186,222.68728944000003
187,212.38881048000005
188,262.4033966400001
189,277.08912000000004
190,234.69448464
191,318.3292173600001
192,290.06612712000003
193,308.49255360000006
194,260.83322496
195,360.12349296
196,347.33121192
197,180.52356168
198,273.20987232
199,148.28886072000006
200,302.16568536000005
201,288.03414024000006
202,337.17127752000005
203,345.99194784
204,309.09291336
205,307.29183408000006
206,190.63731456000002
207,128.75407776
208,252.4281883200001
209,304.24385376000004
210,176.87522160000003
211,305.95257
212,317.22086088000003
213,328.76624088000005
214,153.36882792
215,145.88742168000002
216,315.55832616000004
217,237.23446823999998
218,305.86020696
219,276.9505754400001
220,271.0855224
221,273.94877663999995
222,317.9135836800001
223,252.47436984
224,315.3736000800001
225,131.15551680000002
226,328.5815148
227,87.83725104000001
228,315.51214464000003
229,308.5849166400001
230,272.84042016000006
231,330.98295384000005
232,273.34841688
233,287.7108696
234,321.37719768000005
235,316.1125044
236,287.98795872000005
237,312.92597952000006
238,219.82403520000005
239,240.51335616000003
240,286.7872392000001
241,275.5651298400001
242,193.82383944000006
243,307.4765601600001
244,243.05333976000006
245,237.32683128000005
246,305.4907548000001
247,308.58491664
248,77.95440576000001
249,291.12830208
250,280.59891552000005
251,84.18891096000002
252,243.60751800000006
253,203.84522928
254,276.6273048
255,301.42678104000004
256,312.60270888
257,254.18308608000007
258,131.10933528
259,301.14969192
260,294.63809760000004
261,286.5563316
262,294.26864544000006
263,285.07852296000004
264,90.33105312000002
265,162.92840256
266,132.35623632000002
267,187.68169728000007
268,230.16869568000004
269,120.67231176
270,214.88261256
271,192.76166448000004
272,127.78426584000002
273,139.4681904
274,270.66988872000013
275,156.60153432
276,136.97438832000003
277,124.87483008000001
278,183.06354528000003
279,75.69151128000001
280,192.34603080000002
281,106.95640032000003
282,130.64752008000002
283,46.59715368
284,71.581356
285,54.67891968000001
286,31.44961512000001
287,126.44500176000001
288,97.30446264
289,123.95119968000004
290,85.48199352000002
291,153.13792032
292,73.98279504000001
293,99.38263104000002
294,181.63191816
295,80.26348176000002
296,65.43921384000001
297,67.00938552
298,26.415829440000007
299,212.43499200000002
300,79.01658072000001
301,106.63312968000002
302,134.1573156
303,88.2067032
304,42.30227232000001
305,33.62014656
306,49.13713728000001
307,54.07855992000001
308,40.17792240000001
309,27.10855224000001
310,88.80706296000002
311,66.08575512000002
312,20.458413360000005
313,104.87823192
314,65.1159432
315,42.53317992000001
316,75.59914824
317,22.813670880000004
318,33.06596832000001
319,104.41641672
320,35.60595192
321,107.23348944000001
322,29.509991280000005
323,56.3414544
324,13.346459280000003
325,32.742697680000006
326,9.374848560000002
327,26.27728488
328,15.008994000000005
329,37.222305120000016
330,33.06596832
331,28.95581304000001
332,55.55636856000001
333,59.11234560000001
334,83.08055448000003
335,76.84604928
336,77.86204272
337,27.986001120000005
338,22.444218720000006
339,35.3288628
340,80.81766
341,57.08035872000001
342,117.34724231999999
343,6.373049760000002
344,28.81726848000001
345,7.8046768800000015
346,76.19950800000001
347,70.47299952000002
348,34.774684560000004
349,18.842060160000003
350,13.715911440000005
351,25.030383840000006
352,11.453016960000003
353,21.474406800000004
354,46.50479064
355,39.300473520000004
356,54.07855992000001
357,50.15313072
358,32.04997488000001
359,12.284284320000003
360,15.101357040000003
361,21.243499200000002
362,76.61514168000001
363,71.76608208000002
364,13.946819040000005
