,0
964,7877.228048
965,10157.57914
966,11400.41621
967,11478.78625
968,10401.16357
969,8280.023265
970,5362.136287
971,2092.623216
972,68.97210012
973,0
974,0
975,0
976,0
977,0
978,0
979,0
980,0
981,0
982,0
983,0
984,0
985,13.09246092
986,1645.793919
987,4944.678437
988,7919.160868
989,10208.30954
990,11467.05614
991,11514.94638
992,10467.36478
993,8377.835725
994,5402.175665
995,2146.147597
996,85.59744732
997,0
998,0
999,0
1000,0
1001,0
1002,0
1003,0
1004,0
1005,0
1006,0
1007,0
1008,0
1009,6.48850356
1010,438.147171
1011,1543.294035
1012,3644.160652
1013,7895.077205
1014,11481.09532
1015,11574.28963
1016,10529.75601
1017,8430.182478
1018,5531.022106
1019,2246.338405
1020,105.6171362
1021,0
1022,0
1023,0
1024,0
1025,0
1026,0
1027,0
1028,0
1029,0
1030,0
1031,0
1032,0
1033,7.11195408
1034,422.468545
1035,1057.372082
1036,1567.216063
1037,2334.152565
1038,3423.597713
1039,3832.281074
1040,4602.842826
1041,5088.187511
1042,3634.162353
1043,1655.307312
1044,76.776777
1045,0
1046,0
1047,0
1048,0
1049,0
1050,0
1051,0
1052,0
1053,0
1054,0
1055,0
1056,0
1057,17.52588684
1058,835.6546044
1059,2161.941677
1060,3172.739696
1061,3537.712249
1062,3684.292393
1063,4605.128811
1064,3780.326864
1065,2934.443053
1066,1556.594313
1067,618.3012805
1068,45.30407112
1069,0
1070,0
1071,0
1072,0
1073,0
1074,0
1075,0
1076,0
1077,0
1078,0
1079,0
1080,0
1081,18.5880618
1082,965.1475865
1083,3332.804845
1084,6380.092442
1085,10359.46166
1086,12012.09044
1087,11555.1243
1088,8597.798304
1089,3393.11791
1090,3229.104241
1091,1167.491916
1092,64.654128
1093,0
1094,0
1095,0
1096,0
1097,0
1098,0
1099,0
1100,0
1101,0
1102,0
1103,0
1104,0
1105,11.96101368
1106,587.0363915
1107,1682.231138
1108,2545.525382
1109,2386.822589
1110,2332.189851
1111,1708.646968
1112,1882.058575
1113,2884.728647
1114,1653.206053
1115,285.655792
1116,8.68212576
1117,0
1118,0
1119,0
1120,0
1121,0
1122,0
1123,0
1124,0
1125,0
1126,0
1127,0
1128,0
1129,79.27057908
1130,1566.569521
1131,4848.366877
1132,8286.881221
1133,10006.68103
1134,9989.432228
1135,7232.187667
1136,5252.131907
1137,4561.487275
1138,3522.957253
1139,1927.662826
1140,177.313946
1141,0
1142,0
1143,0
1144,0
1145,0
1146,0
1147,0
1148,0
1149,0
1150,0
1151,0
1152,0
1153,23.69111976
1154,638.5056955
1155,2358.513317
1156,5650.840059
1157,9303.821382
1158,10046.32786
1159,8362.896003
1160,6992.574851
1161,4203.41886
1162,2189.396591
1163,902.36381
1164,62.85304872
1165,0
1166,0
1167,0
1168,0
1169,0
1170,0
1171,0
1172,0
1173,0
1174,0
1175,0
1176,0
1177,12.39973812
1178,408.2446368
1179,1493.210177
1180,2703.189092
1181,3746.360356
1182,5680.165325
1183,10506.38816
1184,9048.55303
1185,5589.580273
1186,3031.170247
1187,1670.339397
1188,145.4025157
1189,0
1190,0
1191,0
1192,0
1193,0
1194,0
1195,0
1196,0
1197,0
1198,0
1199,0
1200,0
1201,74.02897656
1202,1222.471016
1203,3992.046043
1204,8399.633402
1205,10333.06892
1206,9907.390758
1207,7562.570261
1208,5186.438694
1209,3121.178029
1210,1725.226133
1211,749.7107957
1212,105.6171362
1213,0
1214,0
1215,0
1216,0
1217,0
1218,0
1219,0
1220,0
1221,0
1222,0
1223,0
1224,0
1225,48.3751422
1226,657.0937573
1227,2049.120224
1228,4562.895811
1229,8388.61911
1230,4430.793573
1231,4216.442048
1232,5641.095759
1233,5073.963602
1234,3122.194023
1235,1810.777399
1236,231.0230538
1237,0
1238,0
1239,0
1240,0
1241,0
1242,0
1243,0
1244,0
1245,0
1246,0
1247,0
1248,0
1249,122.9121155
1250,1610.58051
1251,4856.287008
1252,8269.909512
1253,10215.67549
1254,8980.227472
1255,8832.746787
1256,9675.6288
1257,7635.560154
1258,4158.184061
1259,1438.785256
1260,158.5411582
1261,0
1262,0
1263,0
1264,0
1265,0
1266,0
1267,0
1268,0
1269,0
1270,0
1271,0
1272,0
1273,22.02858504
1274,1310.492993
1275,3719.621256
1276,5359.919574
1277,7714.299645
1278,11343.52058
1279,11153.82998
1280,11015.67797
1281,8144.780684
1282,4466.607342
1283,1730.698644
1284,214.651705
1285,0
1286,0
1287,0
1288,0
1289,0
1290,0
1291,0
1292,0
1293,0
1294,0
1295,0
1296,0
1297,256.6768882
1298,2643.568749
1299,6167.634359
1300,9460.723096
1301,12047.09603
1302,13494.93287
1303,13572.35619
1304,12273.75493
1305,9745.409076
1306,6796.164846
1307,3162.071765
1308,398.0385209
1309,0
1310,0
1311,0
1312,0
1313,0
1314,0
1315,0
1316,0
1317,0
1318,0
1319,0
1320,0
1321,35.3288628
1322,315.1657832
1323,731.2843692
1324,1168.577182
1325,1865.202321
1326,2643.337842
1327,2313.186155
1328,2511.397239
1329,2175.265046
1330,3346.913299
1331,2416.517306
1332,458.5594028
1333,0
1334,0
1335,0
1336,0
1337,0
1338,0
1339,0
1340,0
1341,0
1342,0
1343,0
1344,0
1345,247.2096766
1346,2117.630509
1347,4900.09018
1348,7779.392498
1349,10662.01989
1350,12002.27687
1351,12088.82104
1352,11248.20192
1353,9291.698733
1354,6030.03652
1355,2653.428504
1356,320.2457504
1357,0
1358,0
1359,0
1360,0
1361,0
1362,0
1363,0
1364,0
1365,0
1366,0
1367,0
1368,0
1369,76.13023572
1370,853.0881282
1371,2369.273611
1372,3664.780701
1373,5277.670287
1374,6937.895931
1375,8981.10492
1376,10658.57936
1377,9620.926789
1378,7254.631886
1379,3461.074016
1380,541.7785019
1381,0
1382,0
1383,0
1384,0
1385,0
1386,0
1387,0
1388,0
1389,0
1390,0
1391,0
1392,0
1393,218.9927678
1394,1450.630815
1395,2900.291819
1396,4244.220233
1397,7135.160294
1398,9148.328204
1399,10789.85033
1400,10029.44852
1401,8424.848512
1402,6337.2129
1403,2644.169109
1404,613.7524008
1405,0
1406,0
1407,0
1408,0
1409,0
1410,0
1411,0
1412,0
1413,0
1414,0
1415,0
1416,0
1417,268.0606328
1418,1256.552978
1419,2395.250716
1420,3142.075167
1421,5687.877639
1422,9100.437968
1423,9672.188277
1424,7176.077121
1425,4744.296822
1426,2213.133892
1427,762.3183506
1428,152.6991959
1429,0
1430,0
1431,0
1432,0
1433,0
1434,0
1435,0
1436,0
1437,0
1438,0
1439,0
1440,0
1441,468.072796
1442,2504.631646
1443,5916.199073
1444,9769.608193
1445,10508.62797
1446,9553.224681
1447,9618.155898
1448,7586.51538
1449,6564.587614
1450,4397.26579
1451,2461.752105
1452,592.7167184
1453,0
1454,0
1455,0
1456,0
1457,0
1458,0
1459,0
1460,0
1461,0
1462,0
1463,0
1464,0
1465,163.6442161
1466,1121.910756
1467,2889.346799
1468,5551.365065
1469,5478.559899
1470,5030.806972
1471,5113.287167
1472,4476.813458
1473,3655.198036
1474,2987.020714
1475,2355.765517
1476,668.1542314
1477,0.02309076
1478,0
1479,0
1480,0
1481,0
1482,0
1483,0
1484,0
1485,0
1486,0
1487,0
1488,0
1489,232.3392271
1490,1216.744507
1491,2688.84973
1492,4304.856568
1493,6869.524191
1494,9536.830241
1495,11997.4509
1496,8125.430627
1497,4619.837625
1498,4169.637078
1499,1923.090856
1500,643.7242073
1501,0.18472608
1502,0
1503,0
1504,0
1505,0
1506,0
1507,0
1508,0
1509,0
1510,0
1511,0
1512,0
1513,374.8553978
1514,1780.228324
1515,4018.069329
1516,6541.427582
1517,8804.668423
1518,7730.255361
1519,9091.98675
1520,9148.628384
1521,8588.354184
1522,6640.11749
1523,3505.616092
1524,760.4710898
1525,1.10835648
1526,0
1527,0
1528,0
1529,0
1530,0
1531,0
1532,0
1533,0
1534,0
1535,0
1536,0
1537,433.9215619
1538,2074.681695
1539,4238.655359
1540,7249.829008
1541,9944.959424
1542,11786.56299
1543,12229.69776
1544,12531.60945
1545,10915.90279
1546,7848.918776
1547,4436.335356
1548,1190.07468
1549,4.13324604
1550,0
1551,0
1552,0
1553,0
1554,0
1555,0
1556,0
1557,0
1558,0
1559,0
1560,0
1561,285.8174273
1562,1398.699696
1563,3138.611553
1564,4368.10216
1565,5551.272702
1566,9984.698622
1567,12371.70594
1568,12336.79271
1569,10106.22529
1570,6963.203404
1571,3027.63736
1572,597.4503242
1573,3.53288628
1574,0
1575,0
1576,0
1577,0
1578,0
1579,0
1580,0
1581,0
1582,0
1583,0
1584,0
1585,521.4586331
1586,1997.720192
1587,4208.614281
1588,6548.239356
1589,8734.888147
1590,9499.238484
1591,8997.406997
1592,8772.041179
1593,8431.752649
1594,6752.269311
1595,4480.438707
1596,1516.670389
1597,15.79407984
1598,0
1599,0
1600,0
1601,0
1602,0
1603,0
1604,0
1605,0
1606,0
1607,0
1608,0.1154538
1609,1120.20204
1610,4687.239554
1611,8346.501563
1612,11530.55573
1613,13903.50077
1614,15228.33313
1615,15346.71946
1616,14252.97943
1617,12076.97548
1618,8999.02335
1619,5406.378183
1620,1800.294194
1621,23.7834828
1622,0
1623,0
1624,0
1625,0
1626,0
1627,0
1628,0
1629,0
1630,0
1631,0
1632,0.6927228
1633,931.8507106
1634,4389.576567
1635,8704.154345
1636,11945.65832
1637,14283.71323
1638,15518.83798
1639,15621.13005
1640,14596.31594
1641,12405.90335
1642,9330.699027
1643,5656.543477
1644,1959.504984
1645,36.92212524
1646,0
1647,0
1648,0
1649,0
1650,0
1651,0
1652,0
1653,0
1654,0
1655,0
1656,2.90943576
1657,835.8393305
1658,2070.432995
1659,3879.824949
1660,9942.119261
1661,13822.45221
1662,13919.24867
1663,14246.90656
1664,13512.11239
1665,11505.66389
1666,8082.135452
1667,5202.278956
1668,1699.041212
1669,37.89193716
1670,0
1671,0
1672,0
1673,0
1674,0
1675,0
1676,0
1677,0
1678,0
1679,0
1680,5.77269
1681,1267.798178
1682,4502.582746
1683,8401.411391
1684,11850.89385
1685,14148.19356
1686,15377.98434
1687,15485.24093
1688,14406.09426
1689,12261.56301
1690,9219.817197
1691,5595.2606
1692,1949.275778
1693,57.35744784
1694,0
1695,0
1696,0
1697,0
1698,0
1699,0
1700,0
1701,0
1702,0
1703,0
1704,11.15283708
1705,1441.417602
1706,4473.349844
1707,8025.516909
1708,11202.2744
1709,13737.89384
1710,15243.27285
1711,15287.05293
1712,14231.11248
1713,12075.52076
1714,9122.212555
1715,5564.2728
1716,2016.123528
1717,75.3913314
1718,0
1719,0
1720,0
1721,0
1722,0
1723,0
1724,0
1725,0
1726,0
1727,0
1728,9.49030236
1729,777.8353414
1730,3105.314677
1731,8165.954911
1732,11685.03292
1733,14049.11111
1734,15341.66258
1735,15413.45175
1736,14330.91074
1737,12207.06882
1738,9198.342791
1739,5644.097558
1740,2138.596919
1741,97.14282732
1742,0
1743,0
1744,0
1745,0
1746,0
1747,0
1748,0
1749,0
1750,0
1751,0
1752,25.95401424
1753,1639.236143
1754,4866.239125
1755,8403.81283
1756,11656.28492
1757,14036.20337
1758,15234.72927
1759,14889.82259
1760,13790.74859
1761,11551.33742
1762,8151.93882
1763,4407.979902
1764,1459.613121
1765,76.38423408
1766,0
1767,0
1768,0
1769,0
1770,0
1771,0
1772,0
1773,0
1774,0
1775,0
1776,20.98950084
1777,885.8539166
1778,2541.853952
1779,4271.120968
1780,5776.222886
1781,6297.866245
1782,7424.094974
1783,7702.938991
1784,7641.933204
1785,7989.495323
1786,6434.032457
1787,4346.142847
1788,1921.335958
1789,135.5889427
1790,0
1791,0
1792,0
1793,0
1794,0
1795,0
1796,0
1797,0
1798,0
1799,0
1800,38.07666324
1801,1339.933712
1802,4350.645545
1803,9006.112214
1804,12149.84992
1805,14464.74479
1806,15766.64802
1807,15969.08471
1808,14927.39125
1809,12783.16019
1810,9748.457057
1811,6133.62167
1812,2496.457517
1813,172.8574294
1814,0
1815,0
1816,0
1817,0
1818,0
1819,0
1820,0
1821,0
1822,0
1823,0
1824,13.64663916
1825,318.7217603
1826,846.3225355
1827,1514.892401
1828,3015.353076
1829,5117.512776
1830,8014.91825
1831,8713.11356
1832,8462.948266
1833,6768.409753
1834,4789.277622
1835,3350.538548
1836,1336.169918
1837,102.753882
1838,0
1839,0
1840,0
1841,0
1842,0
1843,0
1844,0
1845,0
1846,0
1847,0
1848,33.89723568
1849,901.5556334
1850,2914.146275
1851,6167.380361
1852,8950.763662
1853,9704.238251
1854,9852.873474
1855,9545.027461
1856,8469.852403
1857,6987.102341
1858,5313.437874
1859,3315.463684
1860,1525.283243
1861,149.027765
1862,0
1863,0
1864,0
1865,0
1866,0
1867,0
1868,0
1869,0
1870,0
1871,0
1872,34.61304924
1873,631.9248289
1874,1533.71137
1875,2557.578759
1876,3524.873786
1877,4626.256857
1878,5999.94926
1879,5948.364502
1880,4998.664634
1881,4263.177747
1882,2929.17836
1883,1789.741717
1884,698.1722194
1885,67.28647464
1886,0
1887,0
1888,0
1889,0
1890,0
1891,0
1892,0
1893,0
1894,0
1895,0
1896,104.5087798
1897,1502.862115
1898,3891.09324
1899,6287.35995
1900,7837.673576
1901,9934.383856
1902,10376.15628
1903,9496.906317
1904,7735.912597
1905,5050.572663
1906,3011.404556
1907,1856.404741
1908,880.0812266
1909,99.12863268
1910,0
1911,0
1912,0
1913,0
1914,0
1915,0
1916,0
1917,0
1918,0
1919,0
1920,82.29546864
1921,990.3165149
1922,2726.787848
1923,5298.613606
1924,9229.515317
1925,11821.63785
1926,12791.77304
1927,14514.64392
1928,14987.10396
1929,13108.97081
1930,9371.82367
1931,5496.016514
1932,2501.191123
1933,282.4461763
1934,0
1935,0
1936,0
1937,0
1938,0
1939,0
1940,0
1941,0
1942,0
1943,0
1944,59.38943472
1945,790.0272626
1946,2199.787433
1947,4497.479688
1948,8489.040825
1949,14810.62128
1950,16158.15185
1951,15483.25512
1952,13480.29332
1953,9943.250708
1954,5224.053542
1955,2269.059713
1956,887.1469992
1957,130.1626141
1958,0
1959,0
1960,0
1961,0
1962,0
1963,0
1964,0
1965,0
1966,0
1967,0
1968,60.28997436
1969,784.8318416
1970,2205.121398
1971,4082.19237
1972,6227.762698
1973,7189.654487
1974,8395.777245
1975,9987.97751
1976,8621.512515
1977,7420.423543
1978,4668.813127
1979,2725.887309
1980,1172.179341
1981,168.5394572
1982,0
1983,0
1984,0
1985,0
1986,0
1987,0
1988,0
1989,0
1990,0
1991,0
1992,53.84765232
1993,570.4110443
1994,1431.234577
1995,3362.499562
1996,6087.255423
1997,7228.239147
1998,8450.964162
1999,8589.76272
2000,8419.653091
2001,8274.966389
2002,7323.003626
2003,5161.777763
2004,2456.510503
2005,382.636984
2006,0
2007,0
2008,0
2009,0
2010,0
2011,0
2012,0
2013,0
2014,0
2015,0
2016,244.9006006
2017,2353.017716
2018,6696.043311
2019,10702.65962
2020,13960.18859
2021,16341.65412
2022,17632.15052
2023,17716.22397
2024,16642.82691
2025,14487.00428
2026,11420.50517
2027,7733.349522
2028,3825.330755
2029,626.9603155
2030,0
2031,0
2032,0
2033,0
2034,0
2035,0
2036,0
2037,0
2038,0
2039,0
2040,377.9726504
2041,3332.158303
2042,7279.96245
2043,11077.03011
2044,14286.76121
2045,16607.59041
2046,17846.15568
2047,17878.25184
2048,16761.44414
2049,14565.18959
2050,11456.80384
2051,7746.534346
2052,3849.252783
2053,659.726104
2054,0
2055,0
2056,0
2057,0
2058,0
2059,0
2060,0
2061,0
2062,0
2063,0
2064,383.0295269
2065,3190.288674
2066,7108.836827
2067,10813.74927
2068,13882.67291
2069,16111.46234
2070,17384.27121
2071,17430.68364
2072,16127.51041
2073,13825.77728
2074,10510.72923
2075,6083.329994
2076,2698.755666
2077,497.4904242
2078,0
2079,0
2080,0
2081,0
2082,0
2083,0
2084,0
2085,0
2086,0
2087,0
2088,393.3280058
2089,2906.503233
2090,6873.472711
2091,10324.22516
2092,12863.95476
2093,14005.70048
2094,14685.09991
2095,14576.85043
2096,13842.35644
2097,12164.35091
2098,9717.723255
2099,6337.48999
2100,3479.615897
2101,712.1190384
2102,0
2103,0
2104,0
2105,0
2106,0
2107,0
2108,0
2109,0
2110,0
2111,0
2112,443.4118643
2113,2800.539736
2114,6542.004851
2115,10259.6403
2116,11878.30258
2117,12448.82908
2118,10019.54258
2119,5971.524534
2120,8750.220411
2121,10275.91929
2122,8717.06208
2123,6040.612088
2124,1964.284772
2125,364.256739
2126,0
2127,0
2128,0
2129,0
2130,0
2131,0
2132,0
2133,0
2134,0
2135,0
2136,335.4625613
2137,2114.236167
2138,6582.228955
2139,10303.85911
2140,13234.39982
2141,15752.17011
2142,17042.62032
2143,16988.98049
2144,15503.62117
2145,12777.43368
2146,9145.418769
2147,5212.785252
2148,2105.784949
2149,414.6638681
2150,0
2151,0
2152,0
