,Output
4024,11006.67257
4025,6861.557879
4026,3135.124848
4027,1130.131067
4028,36.945216
4029,0
4030,0
4031,0
4032,0
4033,0
4034,0
4035,4.618152
4036,520.4195489
4037,1757.899559
4038,3859.112537
4039,7034.115128
4040,10569.40285
4041,13744.95962
4042,14446.52618
4043,10168.66271
4044,9650.898596
4045,8920.02986
4046,5116.473692
4047,2644.700197
4048,2158.98606
4049,1355.612338
4050,659.7953762
4051,391.1112929
4052,24.66093168
4053,0
4054,0
4055,0
4056,0
4057,0
4058,0
4059,3.83306616
4060,532.3805626
4061,1948.051967
4062,3356.565237
4063,4514.24358
4064,4898.381463
4065,5864.937586
4066,8624.39886
4067,13646.10807
4068,13916.59324
4069,9433.314364
4070,6409.463889
4071,5580.875057
4072,5195.952087
4073,4476.120735
4074,3168.675723
4075,1259.716412
4076,37.93811868
4077,0
4078,0
4079,0
4080,0
4081,0
4082,0
4083,8.40503664
4084,1126.436545
4085,3983.548643
4086,7777.683782
4087,11360.2152
4088,14247.78401
4089,16570.34501
4090,18487.20136
4091,18840.79017
4092,17292.30071
4093,17870.47025
4094,14915.24551
4095,11390.16391
4096,8364.073632
4097,7086.415699
4098,3651.919148
4099,1423.591536
4100,47.08205964
4101,0
4102,0
4103,0
4104,0
4105,0
4106,0
4107,8.03558448
4108,1048.874682
4109,3721.122156
4110,7683.681298
4111,11345.18311
4112,14505.84634
4113,17242.17067
4114,19298.07958
4115,20658.58716
4116,20710.84155
4117,20029.10995
4118,17025.78716
4119,15233.25146
4120,11279.83626
4121,6547.084818
4122,3445.741752
4123,1198.29499
4124,37.56866652
4125,0
4126,0
4127,0
4128,0
4129,0
4130,0
4131,8.84376108
4132,1138.628466
4133,4027.975265
4134,7559.961006
4135,11276.2341
4136,14754.97255
4137,17620.6975
4138,19446.57626
4139,20072.31276
4140,18593.09559
4141,17266.48524
4142,17152.34762
4143,15124.72489
4144,11797.48492
4145,7658.212189
4146,3645.777006
4147,1129.853978
4148,42.90263208
4149,0
4150,0
4151,0
4152,0
4153,0
4154,0
4155,8.10485676
4156,651.4596119
4157,1699.225938
4158,3443.132496
4159,6857.95572
4160,12017.42441
4161,15052.65863
4162,13157.18432
4163,11137.34318
4164,7766.461672
4165,4901.983622
4166,4424.997793
4167,6171.767605
4168,6615.156379
4169,4155.343897
4170,2218.814219
4171,729.18311
4172,22.35185568
4173,0
4174,0
4175,0
4176,0
4177,0
4178,0
4179,3.3481602
4180,400.2552338
4181,1346.699305
4182,2519.271188
4183,3647.162451
4184,4250.039104
4185,6706.318699
4186,6506.42199
4187,5796.542755
4188,6532.191278
4189,7565.017882
4190,7247.935566
4191,5962.634592
4192,4944.701528
4193,3107.970114
4194,1343.328054
4195,377.4646537
4196,12.16883052
4197,0
4198,0
4199,0
4200,0
4201,0
4202,0
4203,0.53108748
4204,245.5240511
4205,1210.764001
4206,3141.520989
4207,4617.690185
4208,6101.987328
4209,7959.892969
4210,9757.393181
4211,11129.42305
4212,11864.2634
4213,12410.72932
4214,10972.8677
4215,9323.356165
4216,6926.92782
4217,3944.248169
4218,1971.627633
4219,677.3443538
4220,30.73380156
4221,0
4222,0
4223,0
4224,0
4225,0
4226,0
4227,5.21851176
4228,731.4229138
4229,2705.752166
4230,5482.023513
4231,8542.519025
4232,11182.64725
4233,12770.02155
4234,14239.14806
4235,15341.82421
4236,16380.58514
4237,17388.08118
4238,15635.09996
4239,13652.87367
4240,9791.544415
4241,6833.987511
4242,3708.907143
4243,1187.834876
4244,37.33775892
4245,0
4246,0
4247,0
4248,0
4249,0
4250,0
4251,6.55777584
4252,929.6109068
4253,3479.338808
4254,7168.826622
4255,10805.59823
4256,14208.71444
4257,17025.85643
4258,19121.43527
4259,20258.81683
4260,20449.73123
4261,19503.17171
4262,17583.9601
4263,14847.77431
4264,11502.68518
4265,7844.508441
4266,4285.067787
4267,1369.628429
4268,41.65573104
4269,0
4270,0
4271,0
4272,0
4273,0
4274,0
4275,6.41923128
4276,943.257546
4277,3576.112183
4278,7171.736058
4279,10826.63391
4280,14104.48275
4281,16620.19796
4282,18408.06933
4283,19650.3984
4284,20051.11544
4285,19219.43245
4286,17288.12128
4287,14100.81132
4288,10096.73499
4289,6098.546805
4290,3188.972501
4291,1061.736236
4292,35.02868292
4293,0
4294,0
4295,0
4296,0
4297,0
4298,0
4299,5.91123456
4300,881.5128538
4301,3397.68988
4302,6746.796801
4303,10321.131
4304,13696.37666
4305,16605.76624
4306,18687.46752
4307,19855.69834
4308,20434.51442
4309,19304.79899
4310,17206.70326
4311,14495.73259
4312,11155.37706
4313,7484.477311
4314,3877.585145
4315,1131.331786
4316,29.27908368
4317,0
4318,0
4319,0
4320,0
4321,0
4322,0
4323,5.93432532
4324,1131.793601
4325,4074.526237
4326,7634.54416
4327,11221.55518
4328,14666.95057
4329,17450.40315
4330,19403.83526
4331,20495.33549
4332,20442.5731
4333,19088.83111
4334,17161.3761
4335,14324.79169
4336,10796.66211
4337,6445.901108
4338,3133.323769
4339,1385.861234
4340,38.4461154
4341,0
4342,0
4343,0
4344,0
4345,0
4346,0
4347,5.05687644
4348,1123.134566
4349,4138.11819
4350,7738.198582
4351,11390.64882
4352,14828.79371
4353,17768.87091
4354,19653.93128
4355,20589.66124
4356,19703.29933
4357,19176.29891
4358,17196.79733
4359,14312.16104
4360,10855.98227
4361,6560.454368
4362,3581.007424
4363,862.9940642
4364,27.31636908
4365,0
4366,0
4367,0
4368,0
4369,0
4370,0
4371,4.5026982
4372,1073.581795
4373,3911.620926
4374,7698.390112
4375,11410.29905
4376,14803.0706
4377,17622.08295
4378,19610.4052
4379,20568.85647
4380,20714.81316
4381,19774.51123
4382,17906.44566
4383,14887.23642
4384,11515.52365
4385,7333.048107
4386,3655.359671
4387,1122.003119
4388,28.67872392
4389,0
4390,0
4391,0
4392,0
4393,0
4394,0
4395,3.5790678
4396,864.4487821
4397,3414.061229
4398,7086.11552
4399,10972.01334
4400,14489.79826
4401,17316.73074
4402,19389.47281
4403,20686.91952
4404,20643.80907
4405,19659.72706
4406,17714.46908
4407,14963.96702
4408,11618.80862
4409,7969.03691
4410,4378.308276
4411,1378.14892
4412,30.20271408
4413,0
4414,0
4415,0
4416,0
4417,0
4418,0
4419,2.97870804
4420,1032.0877
4421,3936.004768
4422,7465.727614
4423,11153.11417
4424,14646.86161
4425,17492.89014
4426,19490.42561
4427,20491.66405
4428,20162.182
4429,18662.99132
4430,15462.88907
4431,11443.57284
4432,7705.040251
4433,4437.212805
4434,1932.442614
4435,520.3271858
4436,11.4299262
4437,0
4438,0
4439,0
4440,0
4441,0
4442,0
4443,2.49380208
4444,898.9694683
4445,3555.930858
4446,6834.841869
4447,10333.43837
4448,13661.18634
4449,16098.48533
4450,18272.75747
4451,19658.6418
4452,19964.34037
4453,18772.25679
4454,16291.01609
4455,13167.20571
4456,9742.846002
4457,6511.386503
4458,3719.944527
4459,1213.16544
4460,24.54547788
4461,0
4462,0
4463,0
4464,0
4465,0
4466,0
4467,1.8472608
4468,1011.375288
4469,3872.435906
4470,7251.168272
4471,10584.98911
4472,13184.01578
4473,15350.29852
4474,15032.63894
4475,13572.24073
4476,10563.49161
4477,8768.877745
4478,8247.857837
4479,6804.731518
4480,5187.062145
4481,3210.077455
4482,1573.773839
4483,498.5295084
4484,8.1972198
4485,0
4486,0
4487,0
4488,0
4489,0
4490,0
4491,1.0390842
4492,664.6213451
4493,2669.268765
4494,4926.921643
4495,7333.509922
4496,10641.42293
4497,9791.452052
4498,10117.26268
4499,12931.88777
4500,12949.69075
4501,10767.84484
4502,10364.70326
4503,9064.162384
4504,8545.844094
4505,5584.546488
4506,2324.338992
4507,717.2913686
4508,13.13864244
4509,0
4510,0
4511,0
4512,0
4513,0
4514,0
4515,0.85435812
4516,441.4029682
4517,1670.039217
4518,3744.859457
4519,6555.512946
4520,10594.43323
4521,14489.65972
4522,16531.20617
4523,17746.24196
4524,16902.9905
4525,16133.5371
4526,13731.86716
4527,7805.000151
4528,4330.140951
4529,2908.858491
4530,2073.896609
4531,623.2427032
4532,9.1208502
4533,0
4534,0
4535,0
4536,0
4537,0
4538,0
4539,0.3463614
4540,566.3701613
4541,2378.001919
4542,4614.919294
4543,7633.735984
4544,11450.68479
4545,15342.56312
4546,17590.88733
4547,18016.84258
4548,16129.98113
4549,15271.00485
4550,12530.986
4551,9618.871712
4552,6455.114321
4553,4227.964338
4554,2223.640188
4555,564.3150836
4556,5.05687644
4557,0
4558,0
4559,0
4560,0
4561,0
4562,0
4563,0.09236304
4564,492.6875461
4565,1900.715909
4566,4151.025925
4567,6148.399756
4568,7772.234362
4569,10781.76857
4570,16411.54985
4571,19448.33115
4572,17639.74738
4573,11754.51301
4574,8068.050089
4575,5925.781739
4576,5740.963296
4577,4656.344117
4578,2516.939022
4579,614.0063992
4580,5.26469328
4581,0
4582,0
4583,0
4584,0
4585,0
4586,0
4587,0.20781684
4588,716.483192
4589,3035.880762
4590,5859.003261
4591,9090.739849
4592,12303.86528
4593,15068.38343
4594,16343.01648
4595,17872.43297
4596,19083.49715
4597,18439.58821
4598,16123.65426
4599,13536.35769
4600,9129.209055
4601,5869.879009
4602,2519.479005
4603,712.0035846
4604,7.82776764
4605,0
4606,0
4607,0
4608,0
4609,0
4610,0
4611,0.09236304
4612,716.3446475
4613,3171.93152
4614,5976.55832
4615,9553.247772
4616,13697.80828
4617,16252.47761
4618,16899.2498
4619,16570.59901
4620,14992.5072
4621,14946.87986
4622,13434.94307
4623,11160.17994
4624,7470.391947
4625,5363.083008
4626,3073.841971
4627,1054.901371
4628,7.59686004
4629,0
4630,0
4631,0
4632,0
4633,0
4634,0
4635,0.02309076
4636,749.5029788
4637,3223.008281
4638,6486.887207
4639,9256.185144
4640,12404.14846
4641,15069.51488
4642,16663.72404
4643,17798.1269
4644,18097.0137
4645,17212.54523
4646,15500.2961
4647,12067.23118
4648,8735.30378
4649,4751.708956
4650,2142.499257
4651,596.318877
4652,3.07107108
4653,0
4654,0
4655,0
4656,0
4657,0
4658,0
4659,0
4660,601.0063013
4661,2886.114092
4662,5471.355582
4663,8123.121551
4664,10608.47241
4665,14849.41376
4666,15239.92469
4667,14282.32778
4668,15714.76308
4669,14016.02205
4670,10367.77433
4671,10149.79756
4672,8302.675301
4673,6411.957691
4674,3247.946302
4675,965.771037
4676,4.5026982
4677,0
4678,0
4679,0
4680,0
4681,0
4682,0
4683,0
4684,761.0714496
4685,3547.525822
4686,7158.204872
4687,10601.31428
4688,14046.73276
4689,16958.75468
4690,19077.72446
4691,20197.69559
4692,20366.16577
4693,19413.83356
4694,17465.85086
4695,14729.75744
4696,11387.48538
4697,7700.260463
4698,4074.895689
4699,1091.546407
4700,3.85615692
4701,0
4702,0
4703,0
4704,0
4705,0
4706,0
4707,0
4708,517.5332039
4709,2591.776175
4710,6934.547771
4711,10599.9981
4712,14008.72537
4713,16813.79089
4714,18848.80266
4715,19948.08447
4716,19411.13194
4717,18379.22897
4718,16512.01775
4719,13997.45708
4720,10443.85838
4721,6239.123352
4722,2340.66416
4723,584.6580432
4724,1.66253472
4725,0
4726,0
4727,0
4728,0
4729,0
4730,0
4731,0
4732,365.6421846
4733,1331.851946
4734,3373.052039
4735,7171.366605
4736,10598.54339
4737,13728.31118
4738,14428.44611
4739,12705.9216
4740,9734.325512
4741,7668.672304
4742,6070.907165
4743,4529.598935
4744,2938.807207
4745,1800.455829
4746,1134.19504
4747,379.8891835
4748,0.90053964
4749,0
4750,0
4751,0
4752,0
4753,0
4754,0
4755,0
4756,193.2234797
4757,853.9886678
4758,2065.676299
4759,4911.0352
4760,6647.367989
4761,10843.09763
4762,15273.91429
4763,18427.32702
4764,18661.95223
4765,16463.25006
4766,15470.20884
4767,13023.46573
4768,9170.818605
4769,4939.113564
4770,1732.361178
4771,439.6480704
4772,0.62345052
4773,0
4774,0
4775,0
4776,0
4777,0
4778,0
4779,0
4780,394.8750868
4781,2056.740175
4782,2993.647762
4783,3677.434438
4784,5055.698811
4785,7026.656813
4786,9529.51047
4787,10972.82152
4788,11199.08787
4789,10022.86765
4790,7397.910052
4791,5669.70521
4792,4058.039435
4793,1469.588329
4794,935.660686
4795,289.4195858
4796,0.09236304
4797,0
4798,0
4799,0
4800,0
4801,0
4802,0
4803,0
4804,180.6159247
4805,2329.280415
4806,5775.460891
4807,9810.109386
4808,12974.14387
4809,15730.16462
4810,17486.79418
4811,18217.13183
4812,17993.72873
4813,16262.9839
4814,13657.51491
4815,10155.4317
4816,6801.498812
4817,4362.514196
4818,2615.62893
4819,747.6326273
4820,0.16163532
4821,0
4822,0
4823,0
4824,0
4825,0
4826,0
4827,0
4828,440.0406133
4829,2415.247314
4830,5078.212302
4831,8193.663823
4832,10473.36838
4833,13412.54504
4834,15416.61519
4835,18845.26978
4836,19253.93005
4837,17074.1623
4838,14711.37719
4839,8913.63372
4840,6909.632841
4841,3717.635451
4842,1568.832416
4843,401.3866811
4844,0
4845,0
4846,0
4847,0
4848,0
4849,0
4850,0
4851,0
4852,350.0097401
4853,2183.924081
4854,4930.985616
4855,8393.79144
4856,11731.39916
4857,15349.62889
4858,18150.42263
4859,19480.81985
4860,19432.25999
4861,18680.81738
4862,16735.12067
4863,13901.35333
4864,10595.28759
4865,6924.110747
4866,3352.547444
4867,748.717893
4868,0
4869,0
4870,0
4871,0
4872,0
4873,0
4874,0
4875,0
4876,476.5009234
4877,3003.02261
4878,6452.274158
4879,10108.00328
4880,13651.67295
4881,16529.72836
4882,18556.05801
4883,19595.1653
4884,19546.09743
4885,18512.78592
4886,16466.48277
4887,13408.8736
4888,9838.326295
4889,6370.278869
4890,3028.699535
4891,608.6031613
4892,0
4893,0
4894,0
4895,0
4896,0
4897,0
4898,0
4899,0
4900,357.4449648
4901,2554.692414
4902,5794.510768
4903,9379.766892
4904,13093.93873
4905,15432.89417
4906,14328.55548
4907,15283.1275
4908,17798.3809
4909,17920.20775
4910,15521.60887
4911,12005.83285
4912,9649.259152
4913,6533.992357
4914,2801.717365
4915,501.4851257
4916,0
4917,0
4918,0
4919,0
4920,0
4921,0
4922,0
4923,0
4924,393.7667303
4925,2729.166197
4926,6139.856175
4927,9723.195765
4928,13059.71822
4929,15706.72749
4930,17665.9323
4931,17127.61741
4932,14595.48467
4933,15784.86663
4934,15594.57567
4935,12865.8482
4936,8608.050602
4937,4925.00511
4938,2271.322607
4939,437.3620852
4940,0
4941,0
4942,0
4943,0
4944,0
4945,0
4946,0
4947,0
4948,363.587107
4949,2590.944907
4950,5141.250077
4951,6246.35076
4952,6721.327693
4953,7220.041928
4954,6654.849395
4955,8032.374864
4956,11235.34037
4957,15029.89114
4958,14872.61997
4959,11348.53127
4960,5262.661293
4961,1699.503027
4962,658.2944768
4963,118.917414
4964,0
4965,0
4966,0
4967,0
4968,0
4969,0
4970,0
4971,0
4972,77.37713676
4973,617.8856468
4974,1453.563342
4975,2561.273281
4976,4537.565248
4977,6739.915755
4978,7546.706909
4979,8853.713198
4980,9135.720649
4981,8629.317192
4982,7399.38786
4983,6445.993471
4984,4582.361322
4985,2244.722052
4986,938.8241201
4987,166.9692856
4988,0
4989,0
4990,0
4991,0
4992,0
4993,0
4994,0
4995,0
4996,285.078523
4997,2353.987528
4998,5552.658148
4999,9068.641992
5000,12082.35562
5001,13869.67281
5002,15516.50581
5003,16045.97694
5004,13862.35304
5005,11703.89807
5006,9726.705561
5007,7411.071785
5008,7079.211382
5009,5388.575207
5010,2663.472984
5011,443.1116844
5012,0
5013,0
5014,0
5015,0
5016,0
5017,0
5018,0
5019,0
5020,270.646798
5021,2502.645841
5022,6129.188244
5023,9850.564398
5024,12806.52804
5025,15990.46675
5026,18292.98498
5027,19451.74859
5028,19118.50274
5029,15816.52406
5030,11938.38474
5031,9205.039111
5032,5938.066023
5033,3475.182471
5034,1630.484745
5035,332.3453087
5036,0
5037,0
5038,0
5039,0
5040,0
5041,0
5042,0
5043,0
5044,263.9966591
5045,2405.641558
5046,5511.625867
5047,8737.520493
5048,11407.75907
5049,10489.37027
5050,7608.659418
5051,7830.307624
5052,9212.104884
5053,10771.42391
5054,9232.35548
5055,6339.683612
5056,5194.243371
5057,2477.038188
5058,893.6355028
5059,124.8055578
5060,0
5061,0
5062,0
5063,0
5064,0
5065,0
5066,0
5067,0
5068,193.5236596
5069,2046.949692
5070,5004.876048
5071,8620.519612
5072,11958.58915
5073,14910.027
5074,16960.18631
5075,17815.14479
5076,17469.98411
5077,16018.29112
5078,14054.72216
5079,11534.71207
5080,8245.340944
5081,5047.709408
5082,2309.214545
5083,378.2497396
5084,0
5085,0
5086,0
5087,0
5088,0
5089,0
5090,0
5091,0
5092,204.7457689
5093,2141.206175
5094,5053.482098
5095,8134.897839
5096,11842.90444
5097,15247.47537
5098,17188.96956
5099,18175.40683
5100,18268.62423
5101,17322.13397
5102,15338.91478
5103,12113.59742
5104,8270.902415
5105,4903.43834
5106,2107.562937
5107,307.1301988
5108,0
5109,0
5110,0
5111,0
5112,0
5113,0
5114,0
5115,0
5116,201.8132424
5117,2331.681854
5118,5706.373337
5119,9438.717602
5120,12912.63008
5121,15905.49276
5122,17986.84768
5123,19089.89329
5124,18756.37035
5125,17635.86813
5126,15045.08486
5127,11322.53108
5128,8565.494331
5129,4722.06042
5130,1822.876957
5131,241.3677143
5132,0
5133,0
5134,0
5135,0
5136,0
5137,0
5138,0
5139,0
5140,164.4985742
5141,1603.976553
5142,3563.504628
5143,5416.422664
5144,6833.848967
5145,7595.65932
5146,8190.24639
5147,8554.964945
5148,8199.505785
5149,7373.24912
5150,6502.17329
5151,7220.942467
5152,7358.95594
5153,5443.115583
5154,2374.284306
5155,304.0822184
5156,0
5157,0
5158,0
5159,0
5160,0
5161,0
5162,0
5163,0
5164,133.9725895
5165,1664.774524
5166,3071.440532
5167,4104.313318
5168,5133.768671
5169,7000.171711
5170,10202.49067
5171,12554.95421
5172,10954.27963
5173,7559.660826
5174,5109.43101
5175,4721.252243
5176,4034.740858
5177,2487.867755
5178,1576.106005
5179,276.2116711
5180,0
5181,0
5182,0
5183,0
5184,0
5185,0
5186,0
5187,0
5188,99.72899244
5189,1562.066823
5190,4023.495658
5191,6368.708697
5192,9032.851314
5193,13071.0096
5194,16880.22301
5195,17782.14809
5196,18510.38448
5197,18185.35895
5198,16316.66992
5199,13366.01715
5200,9834.216139
5201,5896.04084
5202,2459.419938
5203,274.2489565
5204,0
5205,0
5206,0
5207,0
5208,0
5209,0
5210,0
5211,0
5212,122.8197524
5213,1623.603699
5214,3768.873847
5215,6493.768253
5216,10197.24907
5217,12929.97124
5218,14338.96942
5219,14601.02645
5220,13481.33241
5221,11523.92868
5222,10916.06443
5223,8652.200135
5224,6796.788297
5225,4790.709249
5226,1931.288076
5227,204.7919504
5228,0
5229,0
5230,0
5231,0
5232,0
5233,0
5234,0
5235,0
5236,103.3542418
5237,1970.149825
5238,5261.021849
5239,8878.120131
5240,12207.55372
5241,14751.62439
5242,16621.69886
5243,17068.48198
5244,16924.9729
5245,15585.66264
5246,14117.29812
5247,11773.5398
5248,8012.285903
5249,4586.194388
5250,2056.070543
5251,227.3285322
5252,0
5253,0
5254,0
5255,0
5256,0
5257,0
5258,0
5259,0
5260,78.9703992
5261,1566.384795
5262,4947.49551
5263,9178.069103
5264,11510.21277
5265,9371.384946
5266,14169.5756
5267,16221.62835
5268,16171.42904
5269,16526.56493
5270,14561.44889
5271,10155.36243
5272,6886.080266
5273,4553.636417
5274,1795.422044
5275,130.462794
5276,0
5277,0
5278,0
5279,0
5280,0
5281,0
5282,0
5283,0
5284,63.10704708
5285,602.3224746
5286,1365.518274
5287,3235.615836
5288,7900.203354
5289,11709.0704
5290,15572.10836
5291,18992.98137
5292,18303.09873
5293,14449.06616
5294,11494.71887
5295,11773.0318
5296,9092.679473
5297,5286.467867
5298,1869.959017
5299,148.4043145
5300,0
5301,0
5302,0
5303,0
5304,0
5305,0
5306,0
5307,0
5308,40.93991748
5309,1334.299567
5310,4400.175226
5311,8162.468206
5312,11770.83818
5313,14363.53799
5314,15742.49508
5315,15690.14833
5316,13737.73221
5317,12394.5427
5318,11810.2772
5319,10809.15421
5320,8528.064209
5321,5406.863089
5322,2180.275741
5323,151.0135704
5324,0
5325,0
5326,0
5327,0
5328,0
5329,0
5330,0
5331,0
5332,44.54207604
5333,1528.769947
5334,4349.121555
5335,8506.682166
5336,12288.71775
5337,15140.61133
5338,17129.51085
5339,18226.16032
5340,18177.60045
5341,16794.69483
5342,14292.76481
5343,11081.02482
5344,7359.810298
5345,4156.567708
5346,1494.595623
5347,85.06635984
5348,0
5349,0
5350,0
5351,0
5352,0
5353,0
5354,0
5355,0
5356,27.61654896
5357,1095.402564
5358,3548.149272
5359,6559.992553
5360,10143.23978
5361,12863.90858
5362,14689.64879
5363,14654.41229
5364,13784.88354
5365,12350.43935
5366,12382.58169
5367,10654.21521
5368,7993.097482
5369,3930.324441
5370,1319.406026
5371,92.20140468
5372,0
5373,0
5374,0
5375,0
5376,0
5377,0
5378,0
5379,0
5380,28.56327012
5381,1349.424014
5382,3903.608432
5383,7398.902955
5384,11540.30003
5385,14764.97085
5386,16493.8915
5387,17355.98503
5388,17420.7777
5389,16641.99564
5390,14760.14488
5391,11984.24298
5392,8762.804875
5393,4924.681839
5394,1397.152615
5395,85.71290112
5396,0
5397,0
5398,0
5399,0
5400,0
5401,0
5402,0
5403,0
5404,18.38024496
5405,662.9588104
5406,2348.676653
5407,4993.330668
5408,6620.167074
5409,6068.690452
5410,5285.03624
5411,5289.816027
5412,7215.446866
5413,8368.460876
5414,8535.129982
5415,7336.326995
5416,5606.598163
5417,3357.257959
5418,1186.495612
5419,56.1105468
5420,0
5421,0
5422,0
5423,0
5424,0
5425,0
5426,0
5427,0
5428,12.67682724
5429,1149.919848
5430,3863.569054
5431,7854.044925
5432,11557.80283
5433,14598.53265
5434,16731.86488
5435,18022.7769
5436,18076.39365
5437,16930.4685
5438,15262.73836
5439,12628.08265
5440,8978.888208
5441,5342.578413
5442,1926.25429
5443,66.385935
5444,0
5445,0
5446,0
5447,0
5448,0
5449,0
5450,0
5451,0
5452,5.26469328
5453,867.4967624
5454,2919.318605
5455,3605.922354
5456,4203.996129
5457,4709.29123
5458,5272.775046
5459,4625.841223
5460,4368.10216
5461,4525.48878
5462,4789.254532
5463,5840.345927
5464,2347.337389
5465,1022.98994
5466,408.3600906
5467,17.895339
5468,0
5469,0
5470,0
5471,0
5472,0
5473,0
5474,0
5475,0
5476,7.36595244
5477,1242.95252
5478,4146.684862
5479,7437.372161
5480,11395.10533
5481,14550.4346
5482,16524.55603
5483,16047.43166
5484,16920.03148
5485,16172.37576
5486,15194.50517
5487,12459.40464
5488,8838.727294
5489,4616.350921
5490,1547.08092
5491,37.08376056
5492,0
5493,0
5494,0
5495,0
5496,0
5497,0
5498,0
5499,0
5500,3.02488956
5501,1026.222647
5502,3554.614685
5503,6689.3239
5504,11045.92686
5505,13381.99596
5506,14906.42484
5507,17034.4231
5508,17485.29328
5509,16602.21026
5510,14648.47796
5511,11839.7641
5512,8413.256951
5513,4874.990523
5514,1575.621099
5515,33.06596832
5516,0
5517,0
5518,0
5519,0
5520,0
5521,0
5522,0
5523,0
5524,1.54708092
5525,1054.116285
5526,3674.755909
5527,6669.027122
5528,10935.73775
5529,13364.49316
5530,14864.23803
5531,14790.50923
5532,14078.1131
5533,13562.75043
5534,12562.29707
5535,10691.62224
5536,7962.940949
5537,4692.573519
5538,1452.616621
5539,22.23640188
5540,0
5541,0
5542,0
5543,0
5544,0
5545,0
5546,0
5547,0
5548,0.577269
5549,1040.169466
5550,4164.118386
5551,7945.276518
5552,11511.6444
5553,14304.01001
5554,16557.73745
5555,18013.70224
5556,18139.84706
5557,17075.06284
5558,14973.57277
5559,11972.18961
5560,8458.330114
5561,4694.859505
5562,1419.666106
5563,16.07116896
5564,0
5565,0
5566,0
5567,0
5568,0
5569,0
5570,0
5571,0
5572,0.09236304
5573,644.7402007
5574,2010.905016
5575,3826.046569
5576,7602.840547
5577,13619.39206
5578,16313.41412
5579,17496.83866
5580,17501.31827
5581,16363.42871
5582,12530.36255
5583,7784.287739
5584,5014.297079
5585,3488.552021
5586,1038.645476
5587,8.93612412
5588,0
5589,0
5590,0
5591,0
5592,0
5593,0
5594,0
5595,0
5596,0
5597,987.9843481
5598,4159.500234
5599,7839.289929
5600,11328.2114
5601,14140.0887
5602,15714.83235
5603,15998.94106
5604,14921.24911
5605,14545.90881
5606,12784.638
5607,9859.477431
5608,6855.069375
5609,3126.742902
5610,912.08502
5611,6.927228
5612,0
5613,0
5614,0
5615,0
5616,0
5617,0
5618,0
5619,0
5620,0
5621,683.3479514
5622,3232.891126
5623,6647.575806
5624,10655.18502
5625,14005.28484
5626,16296.78878
5627,17514.82637
5628,17638.86993
5629,16643.40417
5630,14631.82953
5631,11770.19164
5632,8309.487075
5633,4608.43079
5634,1293.359649
5635,3.64834008
5636,0
5637,0
5638,0
5639,0
5640,0
5641,0
5642,0
5643,0
5644,0
5645,780.1675081
5646,3606.638167
5647,7045.799053
5648,10507.63506
5649,13456.25584
5650,15423.28842
5651,16599.71646
5652,17140.20188
5653,16561.98615
5654,14693.29713
5655,11781.62157
5656,8203.615941
5657,4394.009993
5658,1184.209627
5659,1.52399016
5660,0
5661,0
5662,0
5663,0
5664,0
5665,0
5666,0
5667,0
5668,0
5669,655.2234058
5670,3193.359745
5671,5598.516397
5672,7877.043322
5673,10856.32863
5674,14272.37567
5675,16660.02952
5676,17063.86382
5677,16062.71774
5678,14042.71497
5679,11189.94393
5680,7774.173986
5681,4172.015426
5682,1053.793014
5683,0.41563368
5684,0
5685,0
5686,0
5687,0
5688,0
5689,0
5690,0
5691,0
5692,0
5693,672.8416556
5694,3600.449844
5695,7243.432867
5696,10768.90701
5697,13655.25201
5698,15738.89292
5699,16765.94684
5700,16797.44263
5701,15993.88419
5702,13953.53845
5703,11061.25913
5704,7522.022887
5705,3828.055465
5706,908.9908582
5707,0.09236304
5708,0
5709,0
5710,0
5711,0
5712,0
5713,0
5714,0
5715,0
5716,0
5717,451.7245379
5718,2757.937284
5719,6560.52364
5720,10129.63932
5721,12981.09418
5722,14901.64506
5723,13366.47897
5724,10599.53629
5725,8891.420409
5726,8486.45466
5727,7702.430995
5728,5502.458836
5729,2847.552523
5730,660.9499142
5731,0
5732,0
5733,0
5734,0
5735,0
5736,0
5737,0
5738,0
5739,0
5740,0
5741,233.9555803
5742,1428.186597
5743,4326.931335
5744,8368.160696
5745,13106.13065
5746,15737.23039
5747,16640.5871
5748,16236.10626
5749,13477.6148
5750,10099.43661
5751,5564.919342
5752,1663.573804
5753,835.4929691
5754,517.5793854
5755,0
5756,0
5757,0
5758,0
5759,0
5760,0
5761,0
5762,0
5763,0
5764,0
5765,384.8075154
5766,2753.065133
5767,6834.356963
5768,10692.59205
5769,13719.30578
5770,15856.30944
5771,16358.53347
5772,14231.02011
5773,12662.28006
5774,11556.23266
5775,10501.70074
5776,7520.383443
5777,3352.201083
5778,466.1793536
5779,0
5780,0
5781,0
5782,0
5783,0
5784,0
5785,0
5786,0
5787,0
5788,0
5789,214.1898898
5790,2629.691203
5791,6082.152366
5792,10121.76537
5793,13273.60793
5794,14869.24872
5795,15563.12606
5796,13888.76887
5797,14064.14319
5798,12799.32372
5799,9527.201394
5800,5762.553156
5801,2663.149714
5802,599.8979448
5803,0
5804,0
5805,0
5806,0
5807,0
5808,0
5809,0
5810,0
5811,0
5812,0
5813,447.2218397
5814,3043.085079
5815,6041.88208
5816,8275.01257
5817,11690.55161
5818,13305.03446
5819,10836.03185
5820,9468.11214
5821,8262.612832
5822,4986.40344
5823,6467.444787
5824,7388.927746
5825,3816.994991
5826,648.9658098
5827,0
