,Output
2199,4789.277622
2200,3350.538548
2201,1336.169918
2202,102.753882
2203,0
2204,0
2205,0
2206,0
2207,0
2208,0
2209,0
2210,0
2211,0
2212,0
2213,33.89723568
2214,901.5556334
2215,2914.146275
2216,6167.380361
2217,8950.763662
2218,9704.238251
2219,9852.873474
2220,9545.027461
2221,8469.852403
2222,6987.102341
2223,5313.437874
2224,3315.463684
2225,1525.283243
2226,149.027765
2227,0
2228,0
2229,0
2230,0
2231,0
2232,0
2233,0
2234,0
2235,0
2236,0
2237,34.61304924
2238,631.9248289
2239,1533.71137
2240,2557.578759
2241,3524.873786
2242,4626.256857
2243,5999.94926
2244,5948.364502
2245,4998.664634
2246,4263.177747
2247,2929.17836
2248,1789.741717
2249,698.1722194
2250,67.28647464
2251,0
2252,0
2253,0
2254,0
2255,0
2256,0
2257,0
2258,0
2259,0
2260,0
2261,104.5087798
2262,1502.862115
2263,3891.09324
2264,6287.35995
2265,7837.673576
2266,9934.383856
2267,10376.15628
2268,9496.906317
2269,7735.912597
2270,5050.572663
2271,3011.404556
2272,1856.404741
2273,880.0812266
2274,99.12863268
2275,0
2276,0
2277,0
2278,0
2279,0
2280,0
2281,0
2282,0
2283,0
2284,0
2285,82.29546864
2286,990.3165149
2287,2726.787848
2288,5298.613606
2289,9229.515317
2290,11821.63785
2291,12791.77304
2292,14514.64392
2293,14987.10396
2294,13108.97081
2295,9371.82367
2296,5496.016514
2297,2501.191123
2298,282.4461763
2299,0
2300,0
2301,0
2302,0
2303,0
2304,0
2305,0
2306,0
2307,0
2308,0
2309,59.38943472
2310,790.0272626
2311,2199.787433
2312,4497.479688
2313,8489.040825
2314,14810.62128
2315,16158.15185
2316,15483.25512
2317,13480.29332
2318,9943.250708
2319,5224.053542
2320,2269.059713
2321,887.1469992
2322,130.1626141
2323,0
2324,0
2325,0
2326,0
2327,0
2328,0
2329,0
2330,0
2331,0
2332,0
2333,60.28997436
2334,784.8318416
2335,2205.121398
2336,4082.19237
2337,6227.762698
2338,7189.654487
2339,8395.777245
2340,9987.97751
2341,8621.512515
2342,7420.423543
2343,4668.813127
2344,2725.887309
2345,1172.179341
2346,168.5394572
2347,0
2348,0
2349,0
2350,0
2351,0
2352,0
2353,0
2354,0
2355,0
2356,0
2357,53.84765232
2358,570.4110443
2359,1431.234577
2360,3362.499562
2361,6087.255423
2362,7228.239147
2363,8450.964162
2364,8589.76272
2365,8419.653091
2366,8274.966389
2367,7323.003626
2368,5161.777763
2369,2456.510503
2370,382.636984
2371,0
2372,0
2373,0
2374,0
2375,0
2376,0
2377,0
2378,0
2379,0
2380,0
2381,244.9006006
2382,2353.017716
2383,6696.043311
2384,10702.65962
2385,13960.18859
2386,16341.65412
2387,17632.15052
2388,17716.22397
2389,16642.82691
2390,14487.00428
2391,11420.50517
2392,7733.349522
2393,3825.330755
2394,626.9603155
2395,0
2396,0
2397,0
2398,0
2399,0
2400,0
2401,0
2402,0
2403,0
2404,0
2405,377.9726504
2406,3332.158303
2407,7279.96245
2408,11077.03011
2409,14286.76121
2410,16607.59041
2411,17846.15568
2412,17878.25184
2413,16761.44414
2414,14565.18959
2415,11456.80384
2416,7746.534346
2417,3849.252783
2418,659.726104
2419,0
2420,0
2421,0
2422,0
2423,0
2424,0
2425,0
2426,0
2427,0
2428,0
2429,383.0295269
2430,3190.288674
2431,7108.836827
2432,10813.74927
2433,13882.67291
2434,16111.46234
2435,17384.27121
2436,17430.68364
2437,16127.51041
2438,13825.77728
2439,10510.72923
2440,6083.329994
2441,2698.755666
2442,497.4904242
2443,0
2444,0
2445,0
2446,0
2447,0
2448,0
2449,0
2450,0
2451,0
2452,0
2453,393.3280058
2454,2906.503233
2455,6873.472711
2456,10324.22516
2457,12863.95476
2458,14005.70048
2459,14685.09991
2460,14576.85043
2461,13842.35644
2462,12164.35091
2463,9717.723255
2464,6337.48999
2465,3479.615897
2466,712.1190384
2467,0
2468,0
2469,0
2470,0
2471,0
2472,0
2473,0
2474,0
2475,0
2476,0
2477,443.4118643
2478,2800.539736
2479,6542.004851
2480,10259.6403
2481,11878.30258
2482,12448.82908
2483,10019.54258
2484,5971.524534
2485,8750.220411
2486,10275.91929
2487,8717.06208
2488,6040.612088
2489,1964.284772
2490,364.256739
2491,0
2492,0
2493,0
2494,0
2495,0
2496,0
2497,0
2498,0
2499,0
2500,0
2501,335.4625613
2502,2114.236167
2503,6582.228955
2504,10303.85911
2505,13234.39982
2506,15752.17011
2507,17042.62032
2508,16988.98049
2509,15503.62117
2510,12777.43368
2511,9145.418769
2512,5212.785252
2513,2105.784949
2514,414.6638681
2515,0
2516,0
2517,0
2518,0
2519,0
2520,0
2521,0
2522,0
2523,0
2524,0
2525,166.0687459
2526,1030.217348
2527,2491.723912
2528,5173.069144
2529,7333.186652
2530,8295.794254
2531,8601.954641
2532,8519.26663
2533,8040.294995
2534,6843.477813
2535,5547.508908
2536,4008.833025
2537,2254.812714
2538,581.979515
2539,0
2540,0
2541,0
2542,0
2543,0
2544,0
2545,0
2546,0
2547,0
2548,0
2549,422.4916357
2550,1918.241796
2551,4851.622674
2552,9886.470529
2553,12538.76759
2554,14512.63502
2555,14879.96283
2556,13107.07737
2557,11539.46877
2558,10653.31467
2559,8887.610433
2560,6525.125505
2561,3430.663485
2562,799.032659
2563,0.02309076
2564,0
2565,0
2566,0
2567,0
2568,0
2569,0
2570,0
2571,0
2572,0
2573,313.3877947
2574,1928.909727
2575,4530.753473
2576,6855.254101
2577,9461.923816
2578,11447.175
2579,12267.95915
2580,11785.43154
2581,10257.81613
2582,8134.066571
2583,6150.824286
2584,4165.018926
2585,2205.675577
2586,606.3402668
2587,0.13854456
2588,0
2589,0
2590,0
2591,0
2592,0
2593,0
2594,0
2595,0
2596,0
2597,416.6727642
2598,2423.860168
2599,6407.062449
2600,10313.58032
2601,13669.49901
2602,15999.54142
2603,17292.78562
2604,17271.01103
2605,15897.04154
2606,13562.0808
2607,11144.0395
2608,8091.48721
2609,4357.942226
2610,1126.390364
2611,0.99290268
2612,0
2613,0
2614,0
2615,0
2616,0
2617,0
2618,0
2619,0
2620,0
2621,834.3846126
2622,4023.56493
2623,7981.20574
2624,11739.2962
2625,14711.40029
2626,16966.02827
2627,18167.07106
2628,18228.05376
2629,17131.51975
2630,14992.89974
2631,11907.46621
2632,8325.44279
2633,4531.908011
2634,1220.923935
2635,2.74780044
2636,0
2637,0
2638,0
2639,0
2640,0
2641,0
2642,0
2643,0
2644,0
2645,918.3657067
2646,4242.049701
2647,8186.667323
2648,11956.25698
2649,15140.08024
2650,17432.20763
2651,18639.23092
2652,18665.87766
2653,17543.66673
2654,15353.46196
2655,12282.8296
2656,8610.198043
2657,4728.75674
2658,1321.04547
2659,5.68032696
2660,0
2661,0
2662,0
2663,0
2664,0
2665,0
2666,0
2667,0
2668,0
2669,893.3353229
2670,4030.56143
2671,7784.93428
2672,10049.2373
2673,12078.6611
2674,14310.70633
2675,15876.86021
2676,16233.17373
2677,16001.11159
2678,14324.21442
2679,11483.21967
2680,7515.696019
2681,2830.857904
2682,717.1990056
2683,6.67322964
2684,0
2685,0
2686,0
2687,0
2688,0
2689,0
2690,0
2691,0
2692,0.02309076
2693,779.798056
2694,3387.691581
2695,6669.927661
2696,10122.85064
2697,13163.69591
2698,14579.82913
2699,15516.09018
2700,16523.30913
2701,15890.16049
2702,13316.94929
2703,9220.371376
2704,5596.392047
2705,2376.801199
2706,652.4294238
2707,9.39793932
2708,0
2709,0
2710,0
2711,0
2712,0
2713,0
2714,0
2715,0
2716,0.13854456
2717,602.1146578
2718,2517.239201
2719,6254.54798
2720,8568.219041
2721,8326.435693
2722,7441.805587
2723,6378.591542
2724,6826.575377
2725,11196.03989
2726,12239.32661
2727,9820.015322
2728,6232.173033
2729,2972.819896
2730,1144.608973
2731,15.7017168
2732,0
2733,0
2734,0
2735,0
2736,0
2737,0
2738,0
2739,0
2740,0.13854456
2741,523.8831629
2742,2719.698985
2743,4650.155793
2744,9549.85343
2745,13368.9035
2746,14890.0535
2747,14420.41053
2748,11630.42327
2749,10635.7426
2750,8167.986898
2751,6271.773687
2752,4866.446942
2753,2671.600932
2754,1145.624967
2755,20.75859324
2756,0
2757,0
2758,0
2759,0
2760,0
2761,0
2762,0
2763,0
2764,1.6163532
2765,458.0744969
2766,2118.623412
2767,5962.449866
2768,10450.85489
2769,11971.35834
2770,12175.06503
2771,10860.34642
2772,10304.94437
2773,11036.69056
2774,10567.18613
2775,9483.744584
2776,4573.263563
2777,2026.168008
2778,1105.885769
2779,27.22400604
2780,0
2781,0
2782,0
2783,0
2784,0
2785,0
2786,0
2787,0
2788,2.12434992
2789,571.4732192
2790,1878.340963
2791,3972.488169
2792,7837.927574
2793,9198.481335
2794,10857.52935
2795,11540.71567
2796,11972.44361
2797,11365.27207
2798,9979.45702
2799,9244.893763
2800,6516.605015
2801,3404.293838
2802,1192.083576
2803,30.54907548
2804,0
2805,0
2806,0
2807,0
2808,0
2809,0
2810,0
2811,0
2812,2.17053144
2813,353.3348095
2814,1386.577047
2815,4029.291438
2816,8307.616724
2817,12004.40122
2818,15182.95979
2819,16556.99855
2820,17643.32645
2821,16445.23927
2822,14678.40359
2823,11182.39325
2824,6793.717226
2825,2715.496467
2826,859.2764519
2827,35.19031824
2828,0
2829,0
2830,0
2831,0
2832,0
2833,0
2834,0
2835,0
2836,7.22740788
2837,626.244502
2838,2432.380658
2839,6763.237422
2840,12144.46977
2841,15492.67615
2842,17865.94446
2843,19074.07612
2844,19132.01083
2845,18049.70073
2846,15733.88223
2847,12729.93599
2848,9162.667566
2849,5272.982863
2850,1911.914928
2851,78.64712856
2852,0
2853,0
2854,0
2855,0
2856,0
2857,0
2858,0
2859,0
2860,12.21501204
2861,735.0481631
2862,2170.346714
2863,5857.409998
2864,12252.95016
2865,15153.35743
2866,16530.74436
2867,18277.00617
2868,18603.48643
2869,17570.45201
2870,15358.88829
2871,12484.45812
2872,9054.487356
2873,5289.123304
2874,1843.797186
2875,84.55836312
2876,0
2877,0
2878,0
2879,0
2880,0
2881,0
2882,0
2883,0
2884,10.6217496
2885,734.863437
2886,3062.596771
2887,7856.861998
2888,11891.44122
2889,14046.1324
2890,15429.61528
2891,14725.00074
2892,10805.36732
2893,8354.329331
2894,5307.896092
2895,3377.393102
2896,2317.365583
2897,1527.93868
2898,633.2871838
2899,44.49589452
2900,0
2901,0
2902,0
2903,0
2904,0
2905,0
2906,0
2907,0
2908,27.91672884
2909,928.9412748
2910,3917.693795
2911,8076.432034
2912,12102.25986
2913,14597.12411
2914,16063.34119
2915,15640.66483
2916,14879.08538
2917,13088.48931
2918,10621.95742
2919,8182.372441
2920,5281.849715
2921,2814.117103
2922,1283.014989
2923,89.66142108
2924,0
2925,0
2926,0
2927,0
2928,0
2929,0
2930,0
2931,0
2932,20.36605032
2933,741.305759
2934,2247.608397
2935,3651.849876
2936,6981.652921
2937,9209.056903
2938,10016.86405
2939,14225.61688
2940,16327.66112
2941,14123.23245
2942,10628.28429
2943,6320.333555
2944,3483.610598
2945,1885.360554
2946,719.854443
2947,43.15663044
2948,0
2949,0
2950,0
2951,0
2952,0
2953,0
2954,0
2955,0
2956,34.84395684
2957,1077.761223
2958,3396.350616
2959,7512.948218
2960,12088.1514
2961,14202.15666
2962,14423.94341
2963,13361.26046
2964,10952.01674
2965,10203.85303
2966,9756.215552
2967,8598.629572
2968,6677.385977
2969,4335.867459
2970,1666.829601
2971,125.0133746
2972,0
2973,0
2974,0
2975,0
2976,0
2977,0
2978,0
2979,0
2980,73.0822554
2981,1920.689417
2982,5377.029827
2983,9099.006341
2984,12623.71849
2985,15448.52662
2986,17157.1274
2987,16784.85817
2988,17550.9865
2989,15201.08603
2990,12804.91169
2991,10477.29381
2992,6611.900581
2993,3506.816812
2994,1425.531159
2995,115.4307092
2996,0
2997,0
2998,0
2999,0
3000,0
3001,0
3002,0
3003,0
3004,87.30616356
3005,2042.423904
3006,5410.188159
3007,9031.004053
3008,11977.93921
3009,13745.88325
3010,14230.00412
3011,16048.14747
3012,15075.4723
3013,13994.36291
3014,10883.99136
3015,6954.983094
3016,4338.361261
3017,2297.807709
3018,870.9141949
3019,81.30256596
3020,0
3021,0
3022,0
3023,0
3024,0
3025,0
3026,0
3027,0
3028,36.7143084
3029,728.1440258
3030,2743.759557
3031,5943.74635
3032,8606.572793
3033,10382.36769
3034,11868.95082
3035,13713.20982
3036,12911.52172
3037,12882.86609
3038,12768.1512
3039,11195.37026
3040,8417.251652
3041,4929.484717
3042,1861.299982
3043,132.4947809
3044,0
3045,0
3046,0
3047,0
3048,0
3049,0
3050,0
3051,0
3052,17.06407164
3053,299.3717034
3054,810.8320374
3055,1473.375214
3056,2766.34232
3057,6628.387384
3058,10665.94531
3059,13725.12465
3060,13309.4217
3061,12492.70152
3062,10130.07805
3063,5933.42478
3064,4403.223206
3065,3572.625478
3066,1851.116957
3067,202.0672408
3068,0
3069,0
3070,0
3071,0
3072,0
3073,0
3074,0
3075,0
3076,50.31476604
3077,729.5294714
3078,1970.91182
3079,3654.874765
3080,5291.663288
3081,7534.58426
3082,8625.738124
3083,7679.294053
3084,7166.448274
3085,7603.902722
3086,8662.129162
3087,7446.885554
3088,5267.325627
3089,2817.488354
3090,1180.561287
3091,142.585443
3092,0
3093,0
3094,0
3095,0
3096,0
3097,0
3098,0
3099,0
3100,66.6168426
3101,852.9726744
3102,2127.282447
3103,5531.807192
3104,10921.79094
3105,13738.84056
3106,14457.93301
3107,14153.64298
3108,13181.89143
3109,10753.18221
3110,7839.6132
3111,5697.529576
3112,4306.911646
3113,3219.983391
3114,1512.006056
3115,174.7739624
3116,0
3117,0
3118,0
3119,0
3120,0
3121,0
3122,0
3123,0
3124,137.297659
3125,1348.731292
3126,3266.072548
3127,6973.247885
3128,12026.15271
3129,15046.37794
3130,16376.03626
3131,16754.12437
3132,15663.59396
3133,14113.3496
3134,12178.92118
3135,10423.76942
3136,8164.915827
3137,4594.576334
3138,2359.852581
3139,349.5017434
3140,0
3141,0
3142,0
3143,0
3144,0
3145,0
3146,0
3147,0
3148,218.115319
3149,2347.314299
3150,5690.486894
3151,9986.869154
3152,13839.51628
3153,16835.68093
3154,18983.23707
3155,20140.98468
3156,20173.08084
3157,19166.11589
3158,17094.11272
3159,14182.04461
3160,10623.36595
3161,6758.780906
3162,3100.719616
3163,439.3709813
3164,0
3165,0
3166,0
3167,0
3168,0
3169,0
3170,0
3171,0
3172,238.9200937
3173,2514.606855
3174,6182.735716
3175,10001.53179
3176,13587.71154
3177,16575.03243
3178,18714.16044
3179,19889.15685
3180,19970.13615
3181,18989.28685
3182,16911.62644
3183,14010.8959
3184,10528.69384
3185,6720.126974
3186,3010.59638
3187,432.5592071
3188,0
3189,0
3190,0
3191,0
3192,0
3193,0
3194,0
3195,0
3196,274.5260456
3197,2481.125253
3198,6237.737906
3199,9967.819277
3200,13384.60522
3201,16426.78975
3202,18690.0306
3203,19966.14145
3204,20079.35544
3205,19047.10611
3206,17038.39471
3207,14189.75693
3208,10745.07735
3209,6984.308359
3210,3312.207887
3211,530.1638496
3212,0
3213,0
3214,0
3215,0
3216,0
3217,0
3218,0
3219,0
3220,212.5966273
3221,1790.75771
3222,5796.496574
3223,10213.87442
3224,13801.50889
3225,16745.69624
3226,18921.95419
3227,20025.04598
3228,19991.47201
3229,19018.84302
3230,17047.46938
3231,14097.57861
3232,10597.64285
3233,6582.575316
3234,2494.72571
3235,383.7453404
3236,0
3237,0
3238,0
3239,0
3240,0
3241,0
3242,0
3243,0
3244,336.4092824
3245,2213.503344
3246,5587.594468
3247,9677.499151
3248,13068.16944
3249,16312.28268
3250,18337.85032
3251,19360.79408
3252,19238.45924
3253,18102.64784
3254,16194.38126
3255,13059.39495
3256,10039.79318
3257,6638.547318
3258,3242.820153
3259,561.8212816
3260,0
3261,0
3262,0
3263,0
3264,0
3265,0
3266,0
3267,0
3268,136.8820253
3269,1107.317396
3270,2791.626702
3271,3829.210003
3272,3568.330597
3273,4038.666287
3274,4540.174503
3275,6631.804817
3276,9601.876912
3277,13616.27481
3278,8367.05234
3279,5927.02864
3280,5014.597258
3281,3263.209294
3282,1961.929514
3283,284.0625295
3284,0
3285,0
3286,0
3287,0
3288,0
3289,0
3290,0
3291,0
3292,97.76627784
3293,794.6454146
3294,1939.739294
3295,3369.034247
3296,6211.091169
3297,9215.360681
3298,10460.73773
3299,10400.74794
3300,10401.67157
3301,9996.451819
3302,8049.923842
3303,6749.613874
3304,3747.884346
3305,2820.72106
3306,1554.100511
3307,331.0753169
3308,0
3309,0
3310,0
3311,0
3312,0
3313,0
3314,0
3315,0
3316,278.4745656
3317,2350.223734
3318,5357.841406
3319,8048.723122
3320,9899.909352
3321,9726.774833
3322,8916.658609
3323,9200.905865
3324,10187.73568
3325,12591.76088
3326,9566.24787
3327,5918.300333
3328,3977.960679
3329,3020.063591
3330,1512.998958
3331,298.1478931
3332,0
3333,0
3334,0
3335,0
3336,0
3337,0
3338,0
3339,0
3340,211.76536
3341,1537.336619
3342,3792.818965
3343,7016.150517
3344,10452.03251
3345,13644.72263
3346,16230.54139
3347,16540.1423
3348,15984.00134
3349,15196.46788
3350,13170.41533
3351,11973.41342
3352,9332.569378
3353,5398.827505
3354,2755.166392
3355,554.4091476
3356,0
3357,0
3358,0
3359,0
3360,0
3361,0
3362,0
3363,0
3364,382.7524378
3365,2390.932744
3366,6656.881382
3367,10698.34165
3368,14268.93514
3369,17218.89519
3370,19343.4991
3371,20466.12567
3372,20477.39396
3373,19339.94313
3374,17140.94078
3375,14317.91064
3376,10848.08523
3377,7078.333933
3378,2948.412963
3379,654.530683
3380,0
3381,0
3382,0
3383,0
3384,0
3385,0
3386,0
3387,0
3388,397.6228872
3389,2505.970911
3390,4528.490579
3391,6947.640232
3392,10638.42113
3393,13822.61384
3394,15126.01797
3395,14765.04012
3396,14091.71356
3397,13956.58643
3398,13617.0599
3399,12358.72893
3400,8350.149903
3401,4577.558444
3402,2249.594202
3403,607.4024418
3404,0
3405,0
3406,0
3407,0
3408,0
3409,0
3410,0
3411,0
3412,411.4080709
3413,2093.823935
3414,4192.889473
3415,6017.798417
3416,7797.403291
3417,11657.27782
3418,18501.24054
3419,20177.95299
3420,19696.09501
3421,18795.717
3422,17158.99775
3423,14516.9299
3424,10941.39499
3425,7223.228452
3426,3512.866591
3427,733.4779914
3428,0.04618152
3429,0
3430,0
3431,0
3432,0
3433,0
3434,0
3435,0
3436,496.1742509
3437,2891.540421
3438,6486.309938
3439,10397.37669
3440,13917.23978
3441,16777.72313
3442,18627.84718
3443,19202.53001
3444,17899.81861
3445,14590.10452
3446,10950.97766
3447,8148.036481
3448,5798.089836
3449,3927.091735
3450,2382.435345
3451,722.0018837
3452,0.16163532
3453,0
3454,0
3455,0
3456,0
3457,0
3458,0
3459,0
3460,529.9560328
3461,2990.045603
3462,6325.875337
3463,9616.654999
3464,12007.84174
3465,13762.2315
3466,16234.79009
3467,17576.91742
3468,16241.92513
3469,16910.86445
3470,15660.63834
3471,11228.43623
3472,8256.77087
3473,5545.754011
3474,2513.84486
3475,653.7917786
3476,0.3463614
3477,0
3478,0
3479,0
3480,0
3481,0
3482,0
3483,0
3484,454.403066
3485,1953.663022
3486,3478.276633
3487,6084.11508
3488,10929.52634
3489,12618.9618
3490,10280.51435
3491,8660.605172
3492,10259.77885
3493,10809.06185
3494,5158.845236
3495,3238.987087
3496,6203.101766
3497,6344.163219
3498,3114.22771
3499,770.2846628
3500,0.8081766
3501,0
3502,0
3503,0
3504,0
3505,0
3506,0
3507,0
3508,518.9879218
3509,2044.663707
3510,3413.645595
3511,7302.799211
3512,12583.17112
3513,15576.65724
3514,18249.96689
3515,18964.83373
3516,19223.12697
3517,17348.82689
3518,15137.65571
3519,12603.4679
3520,7551.163426
3521,5359.18067
3522,2783.452573
3523,595.3028836
3524,0.55417824
3525,0
3526,0
3527,0
3528,0
3529,0
3530,0
3531,0
3532,448.6996483
3533,1972.897625
3534,4520.247178
3535,7301.436857
3536,11183.03979
3537,14264.52481
3538,16401.08974
3539,16296.2346
3540,15709.2213
3541,15536.20223
3542,14782.93546
3543,13092.06838
3544,10183.4177
3545,6318.763383
3546,2714.272656
3547,722.7869695
3548,1.731807
3549,0
3550,0
3551,0
3552,0
3553,0
3554,0
3555,0
3556,345.0683174
3557,2182.469363
3558,5506.615173
3559,8332.808743
3560,10574.32118
3561,14049.18038
3562,14833.5735
3563,11013.29962
3564,6581.46696
3565,4386.182225
3566,3919.910508
3567,4396.434522
3568,4528.53676
3569,3246.607038
3570,2215.027335
3571,834.5693387
3572,3.07107108
3573,0
3574,0
3575,0
3576,0
3577,0
3578,0
3579,0
3580,653.2376004
3581,3290.294755
3582,6555.328219
3583,9280.822985
3584,10786.40981
3585,12602.9599
3586,13819.65822
3587,15284.85931
3588,16362.13563
3589,16277.94672
3590,14389.60745
3591,11321.79217
3592,8351.281351
3593,6721.373875
3594,3517.369289
3595,905.6657887
3596,5.21851176
3597,0
3598,0
3599,0
3600,0
3601,0
3602,0
3603,0
3604,582.7876916
3605,2549.750991
3606,4826.846289
3607,7518.120548
3608,9661.404892
3609,13109.68663
3610,15315.6162
3611,15998.71016
3612,16063.59519
3613,16503.52035
3614,15593.74441
3615,12764.61831
3616,9155.070706
3617,7118.6504
3618,3783.721206
3619,1133.802498
3620,6.65013888
3621,0
3622,0
3623,0
3624,0
3625,0
3626,0
3627,0.02309076
3628,555.5867764
3629,2409.820986
3630,6064.487934
3631,10035.31357
3632,13610.61757
3633,16836.99711
3634,17920.3232
3635,14228.96504
3636,10477.38617
3637,9165.161368
3638,9258.632765
3639,9028.948975
3640,8354.652602
3641,5503.128468
3642,2644.030565
3643,777.5582522
3644,7.43522472
3645,0
3646,0
3647,0
3648,0
3649,0
3650,0
3651,0.06927228
3652,669.7013123
3653,2900.291819
3654,4858.272813
3655,5336.551725
3656,7299.520323
3657,8979.419295
3658,12732.70688
3659,15769.92691
3660,18553.93366
3661,16134.71473
3662,9884.438542
3663,4300.723322
3664,4630.251558
3665,6100.070795
3666,2477.38455
3667,711.0799542
3668,10.11375288
3669,0
3670,0
3671,0
3672,0
3673,0
3674,0
3675,0.13854456
3676,637.4435206
3677,2937.975939
3678,6305.00129
3679,9400.06367
3680,13469.97176
3681,16601.40208
3682,18528.834
3683,18453.81212
3684,16843.11616
3685,14328.57858
3686,12167.58362
3687,9886.678346
3688,8375.295741
3689,4913.228822
3690,2407.050095
3691,765.8281462
3692,8.7744888
3693,0
3694,0
3695,0
3696,0
3697,0
3698,0
3699,0.18472608
3700,546.1195648
3701,2414.970225
3702,5318.979657
3703,8230.285768
3704,11033.50403
3705,13223.10844
3706,15431.85509
3707,16859.07187
3708,14912.89026
3709,9647.942979
3710,8877.127228
3711,6665.702052
3712,5486.295304
3713,4392.809273
3714,3364.901001
3715,1085.635172
3716,12.90773484
3717,0
3718,0
3719,0
3720,0
3721,0
3722,0
3723,0.39254292
3724,489.9166549
3725,1893.44232
3726,5348.25874
3727,10604.96262
3728,14113.67287
3729,16731.74942
3730,17863.65848
3731,19820.96984
3732,16970.92351
3733,7969.152363
3734,7665.693596
3735,6902.821067
3736,4619.699081
3737,3088.065879
3738,1111.750822
3739,410.2073514
3740,6.62704812
3741,0
3742,0
3743,0
3744,0
3745,0
3746,0
3747,0.71581356
3748,902.3176285
3749,3695.814683
3750,7449.610263
3751,11213.91214
3752,14376.65354
3753,16708.52012
3754,18037.13936
3755,18199.76758
3756,17125.93179
3757,15682.87474
3758,14126.8346
3759,12459.19683
3760,10432.75173
3761,7559.545372
3762,3772.822367
3763,908.8523136
3764,15.19372008
3765,0
3766,0
3767,0
3768,0
3769,0
3770,0
3771,1.08526572
3772,328.2582442
3773,673.4651062
3774,1364.17901
3775,2556.124041
3776,3458.233853
3777,3767.14204
3778,4403.223206
3779,4897.850376
3780,5662.731801
3781,7933.661865
3782,11116.28441
3783,10214.98277
3784,6592.850704
3785,3781.71231
3786,2242.666974
3787,793.1906968
3788,14.24699892
3789,0
3790,0
3791,0
3792,0
3793,0
3794,0
3795,0.99290268
3796,232.0159565
3797,826.6261172
3798,1795.999313
3799,3265.887822
3800,5660.422725
3801,7999.863074
3802,11005.49494
3803,13757.84426
3804,15214.77885
3805,15111.35534
3806,13711.66274
3807,11955.84135
3808,9837.287211
3809,7204.663481
3810,3540.968046
3811,1322.500188
3812,25.53838056
3813,0
3814,0
3815,0
3816,0
3817,0
3818,0
3819,1.9627146
3820,701.7281964
3821,2833.374797
3822,6035.947755
3823,8908.646116
3824,11328.39613
3825,11658.24763
3826,10877.75686
3827,10999.02953
3828,14007.33992
3829,16846.87995
3830,14182.02152
3831,9361.17883
3832,5789.754072
3833,3617.259917
3834,1616.884287
3835,546.3966539
3836,14.75499564
3837,0
3838,0
3839,0
3840,0
3841,0
3842,0
3843,0.50799672
3844,263.5117531
3845,933.928879
3846,1783.391758
3847,3019.255415
3848,4460.811561
3849,5891.445779
3850,6251.961815
3851,5577.480715
3852,4801.492634
3853,4568.783955
3854,4028.044537
3855,3290.225483
3856,2480.571075
3857,1565.530437
3858,762.7570751
3859,206.6853928
3860,3.1172526
3861,0
3862,0
3863,0
3864,0
3865,0
3866,0
3867,0.3463614
3868,172.8574294
3869,776.1958974
3870,2003.285065
3871,3421.935178
3872,5788.068446
3873,5882.37111
3874,6429.599031
3875,5977.712858
3876,4899.004914
3877,3812.815563
3878,4343.625954
3879,3730.704821
3880,2543.816666
3881,1498.705778
3882,528.5705872
3883,161.6584108
3884,4.54887972
3885,0
3886,0
3887,0
3888,0
3889,0
3890,0
3891,0.85435812
3892,358.2069599
3893,1619.216454
3894,3544.639477
3895,4927.937636
3896,5672.060468
3897,5289.377302
3898,5811.136115
3899,6625.039224
3900,6372.841943
3901,5873.388804
3902,5012.749998
3903,3774.669628
3904,2790.795435
3905,1845.044087
3906,835.9316935
3907,243.9076979
3908,6.927228
3909,0
3910,0
3911,0
3912,0
3913,0
3914,0
3915,2.309076
3916,444.7049468
3917,1595.756242
3918,3267.319449
3919,5142.704795
3920,6844.332172
3921,9082.404085
3922,10068.84135
3923,10999.26044
3924,9051.785737
3925,7493.713615
3926,5642.388841
3927,4758.451458
3928,3308.559547
3929,3173.77878
3930,2344.63577
3931,1009.574209
3932,30.91852764
3933,0
3934,0
3935,0
3936,0
3937,0
3938,0
3939,2.05507764
3940,522.4515358
3941,1878.525689
3942,3680.713326
3943,5996.739644
3944,8827.66682
3945,12741.27355
3946,15788.39951
3947,16398.06485
3948,15377.3378
3949,14457.10175
3950,13884.72799
3951,13607.70814
3952,11201.62786
3953,7703.400807
3954,4431.971202
3955,1491.432188
3956,40.93991748
3957,0
3958,0
3959,0
3960,0
3961,0
3962,0
3963,5.56487316
3964,1027.169368
3965,3811.014484
3966,7306.309007
3967,10809.54675
3968,13948.71248
3969,16300.41403
3970,16795.22592
3971,14431.35555
3972,9498.037765
3973,8545.890276
3974,8944.94479
3975,10086.87524
3976,6535.470166
3977,4404.031383
3978,3032.624965
3979,1249.671931
3980,39.831561
3981,0
3982,0
3983,0
3984,0
3985,0
3986,0
3987,5.49560088
3988,890.4027964
3989,2966.285211
3990,5298.798333
3991,8566.325599
3992,11622.48005
3993,14852.48483
3994,17941.70525
3995,17755.08572
3996,17261.38218
3997,16337.68251
3998,15543.40655
3999,12884.66717
4000,9795.562207
4001,6509.700878
4002,3622.570792
4003,1294.952912
4004,38.677023
4005,0
4006,0
4007,0
4008,0
4009,0
4010,0
4011,7.01959104
4012,1086.581893
4013,3957.571538
4014,7458.084572
4015,11035.25893
4016,14325.36896
4017,16083.59179
4018,18639.13856
4019,18722.70402
4020,19282.42404
4021,18543.68136
4022,16859.44132
4023,14038.48936
